ISO3 code,Economy,Indicator code,Indicator name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
CRI,Costa Rica,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3944,7.0745,8.5,7.343,7.9017,8.3675,7.6836,7.5785,8.1042,8.55,7.4064,7.916,7.1248,7.7945,8.0082,7.5637,7.7626,7.2869,8.0296,8.5189,7.4425,7.6797,8.2423,8.5971,7.2445,7.9067,8.1326,7.94,6.7527,8.2416,8.7507,8.0494,7.4755,7.7345,,
CUB,Cuba,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2887,71.7188,71.3289,70.9117,69.0266,70.0978,70.493,71.898,73.9667,73.3356,68.4101,71.8469,73.0224,72.9366,70.5904,77.8271,69.5947,70.1325,72.9161,76.8325,71.0765,72.3672,75.2035,73.1632,72.6797,74.6302,74.1939,75.8598,76.5318,74.7129,74.8324,74.8271,75.5272,74.8092,,
CUB,Cuba,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6569,88.8647,89.3703,87.2013,88.6654,88.3564,88.9086,89.7294,90.1929,89.8177,88.6267,89.6353,91.3746,88.715,92.1073,91.8244,92.7103,91.7485,90.5082,92.7517,93.6771,93.6471,92.6272,93.4768,93.2311,93.252,94.9217,93.4493,93.9423,94.0242,93.9652,95.5245,96.5866,95.7595,,
CUB,Cuba,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6547,1.9362,2.0376,1.7578,1.7779,1.8972,2.03,1.773,1.6755,1.9111,1.9312,1.8361,1.7684,1.9547,1.8987,1.7431,1.8413,1.6732,1.9177,1.8039,1.7831,1.8314,1.8402,1.9428,1.9063,1.8166,1.927,1.8835,1.7842,1.8204,1.8176,1.896,1.7913,1.7885,,
CUB,Cuba,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5786,83.9551,81.3245,83.2419,82.483,82.8128,82.3515,83.8499,82.5039,81.8123,83.3887,82.0954,81.8477,82.0565,81.365,81.4393,80.4654,80.1387,79.6876,79.0175,79.7059,80.684,81.0201,80.3785,77.1719,82.9873,82.1752,81.1341,83.2467,78.8394,83.0569,78.6976,80.4236,78.0747,,
CUB,Cuba,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8378,2.7665,1.4143,3.5857,2.0486,0.495,0.384,3.8283,0.1667,4.0895,4.8578,-2.3707,4.6334,6.9521,2.4311,3.2988,4.3936,1.1123,2.2567,-1.4845,2.1476,3.0463,3.0914,4.4646,-0.136,0.4695,6.5398,1.4252,2.3011,1.6335,-0.2532,5.8599,0.4818,-1.0172,,
CUB,Cuba,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3004,10.5249,11.2001,11.0417,11.8345,11.1891,11.9697,12.225,11.9164,11.4181,11.5963,10.7633,11.4589,11.0956,11.8729,12.8122,11.7757,10.5302,11.3452,11.587,11.5695,11.1604,11.6484,10.9045,11.0533,11.8487,11.0179,11.7949,10.841,12.4082,11.1386,11.4139,11.6911,11.2431,,
CYM,Cayman Islands,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1504,70.1643,71.0848,70.8966,69.12,69.3204,74.4618,71.8134,68.22,70.4136,69.6933,70.2429,68.2046,69.9898,74.5867,72.2718,66.2813,73.8471,73.7429,70.995,73.2981,70.2948,71.2231,75.3107,71.9202,68.8742,72.637,72.7564,75.4604,73.2423,72.5204,75.6037,73.9052,72.3136,,
CYM,Cayman Islands,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1717,77.6526,77.75,78.14,77.3911,78.0755,78.7505,78.8419,80.2656,79.6716,80.4316,80.0052,81.0927,80.8157,80.7584,80.987,80.4841,81.9032,81.7155,81.5961,83.1328,81.4975,82.4097,83.8198,83.5001,83.4594,83.9485,84.1412,83.0343,84.2182,86.0409,84.4702,84.993,85.0644,,
CYM,Cayman Islands,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994,0.9399,1.0682,1.0335,1.1027,0.8837,0.969,0.9827,1.0645,0.9146,1.1197,1.1522,0.8912,0.9509,0.946,1.3257,0.9582,1.2111,0.8578,0.8911,0.9274,0.9084,0.9777,0.9248,0.9115,1.1489,1.1567,1.1237,1.0727,1.021,0.9502,0.8955,1.0534,0.869,,
CYM,Cayman Islands,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1515,74.2917,75.3334,72.9923,73.9821,71.8736,70.1559,73.0006,72.8563,72.0299,71.4788,73.2057,70.2038,70.4417,70.0102,71.5698,69.7305,70.256,70.1437,70.7315,68.8113,71.0932,72.7533,71.0056,73.0344,72.6434,71.729,70.5944,70.4361,71.4681,69.6549,67.3386,70.8204,68.3058,,
CYM,Cayman Islands,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0997,3.5056,3.2672,-0.0252,3.9188,5.9204,0.6842,6.6862,-0.3954,8.7983,2.4769,3.8691,-1.2251,3.3497,4.0762,3.2896,2.0973,1.1386,6.3313,3.582,7.3569,2.1888,2.418,5.544,-0.5524,0.4714,6.2487,0.5752,-1.0426,8.1763,0.0205,3.9653,3.6777,-3.5215,,
CYM,Cayman Islands,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6123,8.9701,8.9231,9.1977,8.5522,9.1022,8.4013,8.0407,8.0971,8.0149,9.2507,7.9886,8.8829,8.613,8.6946,9.4277,8.5267,9.0517,8.7647,8.6699,9.8959,8.0252,9.3905,9.0741,8.5062,9.5606,7.8219,8.485,8.1417,8.952,8.1894,8.9624,8.6527,8.5062,,
CYP,Cyprus,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8239,34.6594,33.1694,41.0994,34.6723,31.3614,34.2624,33.5621,37.8989,37.0399,37.3441,35.9566,36.2879,36.2548,36.9842,38.9673,38.1188,38.5969,38.7458,39.6655,38.6229,38.9143,40.7242,37.1665,36.9352,36.4248,39.3125,35.3892,40.1709,39.1783,41.8159,38.3528,39.44,42.241,,
CYP,Cyprus,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2153,40.8147,41.7543,42.0944,42.4077,42.1488,43.6339,41.3471,42.7719,43.7172,43.9746,44.941,45.0674,44.1304,45.6487,44.2876,45.8535,46.8072,46.5808,45.9434,45.8434,45.136,46.8573,45.9667,46.4743,46.4062,47.2405,47.8365,48.3277,47.8784,49.4643,48.6923,48.4786,49.5399,,
CYP,Cyprus,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.627,0.4316,0.3479,0.2081,0.3651,0.4196,0.3449,0.1916,0.2893,0.5659,0.5635,0.285,0.4721,0.25,0.5599,0.4208,0.5054,0.1856,0.4727,0.3905,0.4936,0.5012,0.3993,0.3193,0.485,0.3842,0.2867,0.281,0.2141,0.3302,0.5237,0.4127,0.3278,0.488,,
CYP,Cyprus,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8064,8.1181,7.6256,8.9838,5.3693,6.3798,5.1177,7.1057,9.2322,6.5769,6.4891,8.4827,8.6979,6.8822,7.9622,5.2397,8.8421,9.9182,7.3969,3.4086,5.6177,7.2943,5.6629,8.1234,7.0173,4.9954,6.0235,4.5543,5.5412,4.9032,7.4172,8.7491,3.3483,2.5303,,
CYP,Cyprus,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9823,-2.2008,1.7107,3.4675,5.3305,2.0987,1.1123,-3.3508,1.6607,1.7734,3.1926,-0.176,0.5076,-2.0998,-4.133,-1.1761,-2.3306,2.437,0.2999,0.2496,-0.8658,-6.4862,5.366,-0.9055,0.5641,-2.042,4.025,1.9538,-0.4707,0.6146,5.7906,1.4128,1.1409,-0.7583,,
CYP,Cyprus,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2777,12.1449,12.3877,12.7748,11.1007,11.6624,11.9346,12.2232,12.1524,12.1641,12.429,11.7733,12.692,12.4417,12.065,13.0254,13.0032,12.6914,10.7157,13.0144,12.6223,13.2282,12.8437,13.0141,12.6643,12.8993,13.222,12.3332,11.4388,12.0712,12.4199,12.2624,11.6017,11.4094,,
CZE,Czechia,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.441,29.6888,31.384,30.2064,30.6382,28.5117,25.3391,28.0629,28.6058,28.2792,29.5327,30.4561,31.4293,29.3171,26.2158,29.2075,30.4107,32.9189,29.4877,31.7984,31.5035,31.1611,33.0844,30.0516,30.3729,31.6495,30.543,32.9893,30.6969,32.7259,32.223,33.0032,31.8038,32.1951,,
CZE,Czechia,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.481,73.8158,73.9008,75.5185,73.6116,74.6028,73.6453,75.4518,74.512,75.4315,75.6065,76.3789,75.9619,76.1779,78.0528,77.3818,76.9553,77.4535,79.2204,77.966,77.8527,78.1062,78.4649,78.6786,78.3804,78.7548,79.2407,80.6274,80.0992,80.4884,81.9202,82.1902,81.1785,81.1495,,
CZE,Czechia,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4512,-2.2644,-2.3721,-2.3939,-2.4451,-2.4399,-2.3091,-2.5,-2.2281,-2.4116,-2.3655,-2.5,-2.349,-2.3869,-2.3535,-2.1709,-2.3262,-2.4429,-2.4329,-2.2761,-2.1917,-2.3137,-2.2649,-2.2743,-2.1772,-2.5,-2.2674,-2.2295,-2.5,-2.4538,-2.4496,-2.435,-2.4053,-2.3184,,
CZE,Czechia,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4731,9.7166,6.7579,6.6675,9.8283,8.7447,7.8189,8.3246,7.4899,8.2415,6.8705,7.6978,4.9488,6.1029,6.0391,6.413,5.5048,6.0143,4.463,7.4776,6.4508,3.9368,5.1624,6.8395,5.4401,5.1292,5.9827,6.53,3.7801,6.6798,4.5742,5.6677,5.5615,4.744,,
CZE,Czechia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6426,2.4875,7.265,-0.2025,7.4325,2.5524,3.2901,0.4849,1.2735,1.9444,0.5875,2.6794,2.1842,7.8287,0.2868,3.4584,3.8213,0.5259,4.9188,2.2059,-3.0293,4.8513,0.4094,0.5823,4.9215,2.3338,5.4961,6.2271,1.5894,5.1849,1.3131,8.7845,1.4693,5.7669,,
CZE,Czechia,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5451,9.2813,8.788,9.0475,8.0464,9.2355,9.298,9.19,7.6366,8.4904,8.7492,9.2691,9.2679,9.0381,9.4409,8.6101,9.4284,9.3606,9.312,9.0322,10.0386,9.3698,8.6391,9.2474,9.4995,8.8292,9.6679,9.3143,7.952,9.2731,8.9202,9.3918,9.5953,9.2208,,
DEU,Germany,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4953,14.9574,16.7145,17.2247,15.5701,17.4724,14.8755,15.3697,13.7399,16.9977,17.3153,19.1734,18.5471,16.5452,14.9085,18.2805,19.7863,19.2252,20.0338,17.5911,17.2316,16.841,18.353,18.4577,19.1782,18.6562,18.7976,17.6615,21.2481,19.6679,19.316,18.32,17.301,22.7308,,
DEU,Germany,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3895,67.8967,70.0563,70.4338,70.0453,71.4743,70.6192,69.5624,71.2379,71.3917,70.9632,72.1547,70.6117,72.9883,71.7433,71.9079,72.8548,73.5422,73.577,73.1017,73.5409,73.2894,74.2661,75.5558,74.9424,75.8833,76.6101,75.2254,75.7966,77.9328,77.6013,75.3579,77.2555,77.1963,,
DEU,Germany,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4491,1.2606,1.2492,1.2688,1.2813,1.4478,1.2082,1.2753,1.1353,1.4708,1.5025,1.3107,1.3142,1.4044,1.5269,1.399,1.2663,1.1557,1.2162,1.3588,1.2713,1.3734,1.2836,1.223,1.2087,1.5375,1.4566,1.5576,1.4148,1.2984,1.5088,1.346,1.3765,1.3448,,
DEU,Germany,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9244,25.6719,23.9213,23.5995,22.9321,23.1899,21.9689,23.7097,20.7441,22.9039,23.3871,22.1668,22.9411,20.8178,20.776,22.4999,23.0826,19.1725,22.6878,21.01,21.4556,19.6555,20.3074,22.954,21.4741,20.7706,21.0901,21.9186,21.7655,20.9122,22.5842,22.3205,21.4048,20.7867,,
DEU,Germany,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9463,3.0887,4.955,4.5519,-0.2426,-0.4119,0.5499,4.7434,-1.6378,3.2899,3.2094,5.2096,2.7539,-1.055,-0.0954,-0.652,0.9581,1.8458,-0.6106,5.9797,-1.0102,5.6683,5.2659,4.5488,0.5686,3.1591,-0.8904,4.5803,2.118,1.2797,-0.7564,-3.8908,-0.2933,5.085,,
DEU,Germany,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2495,4.3662,4.7787,5.3537,5.1134,3.9647,3.4796,5.6307,5.5854,4.5451,3.8157,4.9325,4.3969,4.3944,4.8981,4.6181,3.858,4.2885,4.7815,4.706,4.5819,4.9176,4.27,4.5402,2.7631,4.2261,4.8329,4.2557,4.2178,3.9302,4.9526,4.7251,4.8636,3.5878,,
DJI,Djibouti,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8136,8.7243,8.8734,8.3525,9.0423,11.5838,6.2088,13.7391,11.3022,10.3999,12.4482,7.8809,9.6051,10.8424,13.9657,11.2915,12.4346,10.5054,12.8082,15.339,14.1256,12.1216,13.7855,13.7396,13.7477,15.1084,15.2435,12.9302,14.6183,12.7183,11.7884,13.2456,13.782,10.7614,,
DJI,Djibouti,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2263,67.5742,72.2099,71.4896,70.3292,70.7956,71.2804,70.8167,71.6921,71.6729,71.9626,72.4332,71.4872,72.8197,73.1688,73.3911,73.3654,74.6983,73.7551,74.4699,75.5759,74.7246,75.2096,75.2109,76.5279,75.5819,77.0647,76.2052,75.8505,77.3315,76.7943,77.7845,75.3545,77.7922,,
DJI,Djibouti,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,0.0756,0.1368,0.1343,0.1974,0.0391,0.2411,0.3671,0.2369,0.3003,0.3345,0.3516,0.4276,0.1433,0.117,0.2972,0.2882,0.2963,0.4299,0.2045,0.2543,0.0855,0.4594,0.1628,0.1662,0.1616,0.1258,0.1156,0.1403,0.0393,0.1089,0.4371,0.2915,0.3143,,
DJI,Djibouti,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9474,61.8527,56.3644,57.0967,57.656,58.0769,58.2507,57.9511,58.8705,58.5145,57.2973,55.0382,56.7322,57.3177,57.6909,56.287,57.1653,56.1251,57.5528,56.0519,56.3082,55.5385,57.1913,56.0419,58.6217,57.7903,56.9968,55.8253,57.5123,57.8976,56.9956,59.1071,57.311,57.912,,
DJI,Djibouti,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1013,4.4566,0.7755,1.6214,3.6408,3.6227,4.0364,5.5184,-0.795,0.3313,3.3413,0.9565,11.2118,4.0567,2.5716,1.4787,1.567,2.8428,3.0474,1.6257,2.0845,6.1281,6.2287,3.3975,-0.5857,4.1137,6.6531,6.1919,4.6035,6.3235,2.9009,4.3377,1.0655,3.4981,,
DJI,Djibouti,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2543,19.2948,19.1588,19.6382,19.4762,19.9141,19.3629,20.4487,18.9446,20.2164,19.2071,18.6915,19.7084,19.4622,19.0347,18.7488,19.5853,20.0774,19.882,19.6178,19.8289,19.5759,18.8746,18.879,19.4879,19.5092,20.015,19.9681,19.8921,19.4493,18.8992,19.7955,19.8521,18.3952,,
DMA,Dominica,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6354,45.0719,46.8407,45.1473,46.8278,46.633,46.8857,45.9212,46.2261,45.4935,48.5642,49.0962,46.5628,51.2953,47.7748,51.6144,47.4198,44.8009,49.8084,49.6511,49.3728,48.1696,49.5349,48.7315,49.2993,51.7373,50.5725,51.5739,50.0403,49.97,48.4971,50.214,44.4618,50.0736,,
DMA,Dominica,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9267,56.6931,56.2772,57.0203,55.2483,57.1967,56.1486,56.7755,57.8424,59.2632,58.7891,58.7568,58.9765,58.6713,59.057,60.0841,58.8839,60.7166,60.1814,61.4026,61.761,59.9037,61.0269,61.0577,60.542,61.4161,64.4452,63.2298,64.526,63.9054,62.8987,63.4368,64.4629,64.5922,,
DMA,Dominica,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4066,1.2947,1.8705,1.459,1.4368,1.4895,1.4468,1.4907,1.6304,1.461,1.3364,1.4565,1.4202,1.6468,1.6165,1.4888,1.3225,1.3288,1.4777,1.5163,1.431,1.4183,1.4048,1.4731,1.19,1.3438,1.4007,1.6208,1.3783,1.4976,1.5031,1.6317,1.6274,1.469,,
DMA,Dominica,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3075,26.945,27.4991,27.1297,28.5312,28.2512,28.4284,29.3497,30.175,27.4877,28.8699,26.6133,28.8383,28.573,28.4134,26.9618,25.7382,24.5689,26.5207,28.8003,25.956,27.5184,27.5267,25.7552,28.0753,21.6578,24.1066,24.4873,24.5512,26.2051,26.0558,26.1317,26.3549,23.9556,,
DMA,Dominica,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5701,2.4662,-0.1002,-2.4508,3.9037,4.9631,5.3683,1.9429,3.0402,4.9,-0.1282,4.2521,2.1639,3.7597,1.9406,4.716,2.0342,-2.2346,5.1052,-0.8935,4.608,1.2498,4.4154,4.3123,2.5507,2.7467,2.5319,-3.5592,1.7712,-1.3148,1.9033,-1.382,-1.487,5.4877,,
DMA,Dominica,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8685,4.3317,4.4261,4.2098,4.6187,3.9957,4.8306,4.2072,4.1238,4.3446,4.0382,4.4981,4.0651,4.568,4.9418,3.9741,4.2685,4.5644,4.1158,4.5659,4.6115,4.8754,4.0308,3.8624,4.18,3.8499,4.616,3.7529,5.5003,4.9817,4.34,4.7675,3.5154,5.5954,,
DNK,Denmark,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8476,6.9371,3.6162,8.4506,5.4154,7.9814,6.8395,5.9226,6.6193,8.8296,5.9651,7.1804,10.1546,14.183,10.0832,7.4435,8.6938,9.6412,9.0292,11.6842,10.463,11.9938,9.6992,13.1291,10.2951,8.8357,15.2827,7.4281,9.7506,10.124,16.5447,15.2918,14.8159,11.3167,,
DNK,Denmark,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5131,98.1168,98.854,98.4659,98.5326,98.6207,98.9044,99.8089,99.8659,99.797,100.0,97.9487,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
DNK,Denmark,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.781,1.6153,1.6682,1.4779,1.4863,1.6808,1.5209,1.9325,1.4325,1.5839,1.6819,1.6361,1.5474,1.5649,1.561,1.6455,1.9141,1.6893,1.8218,1.7407,1.8136,1.3439,1.6434,1.8368,1.6113,1.8914,1.858,1.6236,1.6195,1.5583,1.6043,1.532,1.7314,1.5052,,
DNK,Denmark,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0634,65.0199,61.506,66.2425,64.6082,64.8824,62.5398,64.5314,65.2074,63.2899,66.3607,63.3439,64.909,63.5573,63.9161,60.4508,63.4344,61.6953,61.4482,65.254,62.2372,60.9729,61.8591,60.3671,64.3886,61.1143,62.8718,64.032,61.1676,62.6358,60.2127,65.3465,63.0024,61.2289,,
DNK,Denmark,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5918,1.0553,0.4903,6.2226,-1.7235,1.6773,1.2944,1.0468,1.0687,1.0501,3.523,2.8627,2.3876,-6.2447,2.0898,-2.7988,2.9561,5.0265,-0.9753,0.6858,-0.1581,4.4289,1.5779,5.6611,2.3747,1.9464,1.5108,3.3853,-3.0039,1.5536,1.1652,3.1538,0.871,-1.2565,,
DNK,Denmark,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9497,5.4046,4.9834,6.3096,6.2355,6.1795,6.5975,5.6135,5.2304,5.911,5.7723,5.5249,5.9061,5.6402,5.028,5.7254,5.3778,6.0618,5.618,6.5018,6.7479,6.2857,5.1705,6.6986,6.7339,5.9554,6.6075,5.6702,5.0129,5.5659,6.8107,5.2005,5.9458,5.9631,,
DOM,Dominican Republic,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.489,16.7779,17.9595,16.8406,15.2708,18.695,20.5617,20.3041,17.0955,16.3625,18.4466,22.3005,20.6062,20.8729,21.3947,20.6065,20.1562,21.3896,19.1226,17.536,21.961,23.1404,18.5785,22.6088,24.4765,21.2605,19.779,21.811,20.6139,20.6315,22.8813,18.9575,19.4271,22.5035,,
DOM,Dominican Republic,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2479,51.7906,53.266,52.0994,52.7443,51.7354,53.3801,52.5947,53.3229,53.4287,54.5922,52.9678,52.4392,54.345,55.1406,55.1376,56.2516,55.8657,55.3147,54.1555,56.0759,57.3382,56.4522,57.0384,57.6029,56.7036,58.2644,59.3255,58.1275,57.6125,58.7125,57.2363,59.5353,59.8776,,
DOM,Dominican Republic,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4472,0.2229,0.2952,0.1428,0.2034,0.0631,0.2228,0.2095,0.282,0.1713,0.2561,0.2061,0.2064,0.2558,0.251,0.3375,0.2317,0.2041,0.2244,0.1604,0.2029,0.4899,0.1366,0.2127,0.1996,0.2165,0.2064,0.2796,0.0409,0.3706,0.322,0.097,-0.0262,0.1289,,
DOM,Dominican Republic,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3767,69.5311,66.3955,62.7893,64.3862,65.2608,65.6412,63.2085,64.8982,63.9442,63.285,65.25,65.9415,65.9622,65.4822,63.7946,65.5325,64.8442,64.5016,63.3031,63.3953,64.1715,67.6405,64.3525,62.9039,62.4921,62.923,66.8466,62.9018,64.781,62.7768,63.6524,64.3683,62.2428,,
DOM,Dominican Republic,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8681,6.6181,4.9324,4.4476,4.4391,3.6198,7.5153,2.5807,3.914,-1.1564,0.4085,-0.5312,5.656,-3.9105,1.4651,-5.0134,0.3927,1.2435,5.9331,3.4625,0.388,5.1358,2.5155,2.5648,-0.5358,-0.0041,0.4081,2.587,2.6656,6.3311,3.4335,-4.298,3.1275,-1.1542,,
DOM,Dominican Republic,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2759,7.3528,7.4272,7.0713,7.8606,7.0535,7.9372,8.8774,7.0942,7.6166,6.4971,7.6084,8.0802,8.1192,7.7976,8.2035,9.0319,8.615,7.4976,7.0333,7.5558,7.2854,7.9846,7.1683,7.7225,8.1779,7.7085,7.2857,8.3463,6.8194,7.595,7.738,7.7668,7.8491,,
DZA,Algeria,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6101,81.4684,80.9531,81.024,80.7662,83.7143,80.9962,84.1328,82.6272,81.6967,84.126,81.5843,84.4656,83.7647,82.2966,84.6965,84.8824,86.2543,86.0215,85.2218,82.134,89.4364,81.882,86.7377,85.8518,82.7909,85.0406,85.2817,88.2004,84.3126,85.3653,81.3671,89.6587,84.1983,,
